soil_moisture_layer2,date,day,district,month,year
0.3270908190419644,2025-01-31,31,Gwembe,1,2025
0.4337590284640651,2025-01-31,31,Itezhi-Tezhi,1,2025
0.4592081922210611,2025-01-31,31,Kalomo,1,2025
0.4025469601925553,2025-01-31,31,Kazungula,1,2025
0.4788023402740631,2025-01-31,31,Mazabuka,1,2025
0.4705583257737212,2025-01-31,31,Monze,1,2025
0.4675408894408596,2025-01-31,31,Namwala,1,2025
0.4458757305564154,2025-01-31,31,Pemba,1,2025
0.3498898685591478,2025-01-31,31,Siavonga,1,2025
0.2932732883608509,2025-01-31,31,Sinazongwe,1,2025
0.3667963904086074,2025-01-31,31,Zimba,1,2025
0.4519375611471987,2025-01-31,31,Choma,1,2025
0.3464831164759447,2025-02-01,1,Livingstone,2,2025
0.4176713543409875,2025-02-01,1,Chikankanta,2,2025
0.3673256577956288,2025-02-01,1,Chirundu,2,2025
0.3159739634926021,2025-02-01,1,Gwembe,2,2025
0.4219253821513545,2025-02-01,1,Itezhi-Tezhi,2,2025
0.4524284159972976,2025-02-01,1,Kalomo,2,2025
0.3928395923243141,2025-02-01,1,Kazungula,2,2025
0.4729612153983932,2025-02-01,1,Mazabuka,2,2025
0.4609336793764155,2025-02-01,1,Monze,2,2025
0.4581877264260116,2025-02-01,1,Namwala,2,2025
0.4352762519547236,2025-02-01,1,Pemba,2,2025
